@relation 'cfx_acdc_prediction_change-weka.filters.unsupervised.attribute.Remove-R1,9-10-weka.filters.supervised.instance.SMOTE-C2-K5-P1550.0-S1-weka.filters.supervised.instance.SMOTE-C3-K5-P11300.0-S1-weka.filters.unsupervised.instance.Resample-S1-Z25.0'

@attribute label {a,b,c}
@attribute Logical_Dependency numeric
@attribute Link_Overload numeric
@attribute Unused_Interface numeric
@attribute Brick_Functionality_Overload numeric
@attribute Clone_Comp numeric
@attribute Sloopy_Delegation numeric

@data
c,1,0.416498,0,1,0.912433,0
b,0,0,0,0,0,0
a,0,0,0,0,0,0
c,1,0,0,1,0,0.846946
b,0,1,0,0,0,0
a,1,0,0,0,0,0
c,1,0,0,1,0,0
c,1,0,0,1,0.034484,0
c,1,0.8035,0,1,1,0.954391
b,0,0,0,0,1,0
c,1,0,0,1,0.256016,0
b,1,0,0,1,1,0
c,1,0,0,1,0.43096,1
c,0.813411,0,0,0.580739,0,0
a,0,0,0,0,0,0
a,1,0,0,1,0,0
a,0,0,0,0,0,0
a,1,0,0,0,0,0
b,1,0,0,1,0,1
a,0,0,0,0,0,0
b,1,0,0,1,1,0
a,0,0,0,0,0,0
a,1,0,0,0,1,0
b,1,0,0,0,1,0
b,1,0,0,1,0,0.76823
b,1,0,0,1,1,0
c,1,0.676522,0,1,0.154647,0
c,1,0,0,1,0,0
b,1,0,0,1,0,0
b,1,0,0,0,1,0
b,1,0,0,0,1,0
a,1,0,0,0,0,0
b,1,0,0,1,0,1
a,1,0,0,0,1,0
a,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0.793341,0,0,0,0.574455,0.93162
b,1,0,0,1,1,0
c,1,0,0,1,0,0.212955
b,1,0,0,1,1,0
b,1,0,0,0,1,0
a,0,0,0,0,0,0
a,1,0,0,0,1,0
a,1,0,0,1,0,0
b,1,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
c,1,0,0,1,0.699334,0
b,0,0,0,0,0,0
c,1,0.453495,0,0.874178,1,0.481977
c,0.410936,0,0,0.593874,0.90015,0
c,1,0,0,1,0,0.152925
c,1,0,0,1,0.652259,0.814421
c,1,0,0,1,0.995349,0
b,0,0,0,0,0,0
a,0,0,0,0,0,0
c,1,0.523408,0,1,0.174669,0
a,1,0,0,1,0,0
b,1,0,0,1,1,0
b,1,0,0,0,0,0
a,0,1,0,0,0,0
b,0,0,0,0,0,0
b,1,0,0,0,0,0
b,1,0,0,1,0,1
c,1,0,0,1,0.53602,0.069225
b,1,0.325581,0,1,1,0
a,1,0,0,0,0,0
a,0,0,0,0,0,0
c,1,0,0,1,0.480813,0
a,0,0,0,0,0,0
c,1,0,0,1,0.180291,0
c,1,0.107066,0,0.898315,1,0.572568
b,1,0,0,1,0,0
a,1,0,0,1,0,0
c,1,0,0,1,0,0.933591
a,0,0,0,0,0,0
c,1,0.06356,0,1,0.47397,0
c,1,0.427112,0,1,0.984736,0
a,0,0,0,0,0,0
c,1,0.339591,0,1,1,0.55733
a,1,0,0,0,0,0
a,0,0,0,0,0,0
c,0.351295,0,0,0.032224,0,0
c,1,0,0,0.569666,1,1
c,1,0.493384,0,1,0.550634,0
a,0,0,0,0,0,0
b,1,0,0,1,1,0
c,1,0,0,1,0,0.849149
b,1,0,0,0,1,1
b,1,0,0,1,1,0
c,1,0,0,1,0,0
a,0,0,0,0,0,0
a,1,0,0,0,1,0
a,0,0,0,0,0,0
b,1,0,0,0,0,0
a,1,0,0,0,0,0
b,0,0,0,0,0,0
b,1,0,0,1,1,0
c,1,0,0,1,0,0
a,0,0,0,0,0,0
b,0.300786,0,0,0,1,0
c,1,0,0,1,0.236127,0.775232
c,1,0,0,1,0,0.849149
c,1,0,0,1,0.054579,0
a,1,0,0,0,0,0
b,0,0,0,0,0,1
b,1,0,0,0,1,0
b,1,0,0,1,1,0
b,1,0,0,1,1,0
c,1,0,0,1,0,0.8258
c,1,0,0,1,0.64453,0.610832
b,1,0,0,1,1,0
c,1,0,0,1,0,0
a,0,0,0,0,0,0
b,0,0,0,0,0,0
c,1,0,0,1,0,0.042259
c,1,0,0,1,0,0.892138
b,1,0,0,1,0,0
b,1,0,0,0,0,0
b,1,0,0,0,0,0
a,1,0,0,1,0,0
a,0,0,0,0,0,0
a,1,0,0,1,0,0
b,1,0,0,0,0,0.11719
a,0,0,0,0,0,0
b,1,0,0,0,0,0
b,1,0,0,0,0,0
b,1,0,0,1,0,0
b,1,0,0,1,1,0
b,1,0,0,1,0,0
b,1,0,0,1,1,0
b,1,0,0,1,1,0.011556
c,1,0,0,1,0,0
c,1,0,0,1,0.545371,0.38556
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
c,1,0.925383,0,1,1,0.758532
c,1,0,0,0.240884,1,0.965887
c,0,0,0,0,0,0
a,0,0,0,0,0,0
b,1,0,0,0,0,0
c,0.179865,0,0,0.199562,0,0
b,1,0.462834,0,1,0,0
c,1,0,0,1,0.251772,0
a,0,0,0,0,0,0
c,1,0,0,1,0,0.813688
a,0,0,0,0,0,0
c,1,0,0,1,1,0.002978
c,1,0,0,1,0.089434,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,1,0,0,0,0,0
c,0.053107,0,0,0.151044,0,0
c,0,0,0,0,0,0
c,1,0,0,1,0,0.322571
a,0,0,0,0,0,0
b,0,1,0,0,0,0
