@relation 'camel_acdc_prediction_change (version 1) _new - Copy-weka.filters.unsupervised.attribute.Remove-R1,9-10-weka.filters.supervised.instance.SMOTE-C2-K5-P3317.0-S1-weka.filters.supervised.instance.SMOTE-C3-K5-P38714.0-S1-weka.filters.unsupervised.attribute.Reorder-R1,6,2,3,4,7,5-weka.filters.unsupervised.instance.Resample-S1-Z3.0'

@attribute label {a,b,c}
@attribute Logical_Dependency numeric
@attribute Link_Overload numeric
@attribute Unused_Interface numeric
@attribute Brick_Functionality_Overload numeric
@attribute Clone_Comp numeric
@attribute Sloopy_Delegation numeric

@data
c,0,0,0,0,0,0.513797
a,0,0,0,0,0,0
b,0,0,0,1,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
b,0,0.948552,0,0,0,1
b,0,0,0,0,0,1
a,0,1,0,0,0,1
c,1,1,0.897581,1,0,0.593133
a,0,0,0,0,0,0
c,0.237499,0,0,0.940765,0,0
c,0,0.418811,0,1,0,1
b,1,0,0,1,0,1
c,0,1,0,1,0,1
a,0,0,0,0,0,0
b,0,0,0,0,0,1
c,0,1,0,1,0,1
a,0,0,0,0,0,0
c,0,1,0,1,0,1
a,0,0,0,0,0,0
c,0,0,0,1,0,1
c,1,1,0,1,1,1
b,0,0,0,0,0,1
c,0,0.700589,0,1,0,1
a,0,0,0,0,0,0
c,1,1,0.930326,1,0,0
c,0,1,0,1,0,1
b,1,1,0,1,0.476766,1
a,0,1,0,1,0,0
b,0,0,0,0,0,0.757702
b,0,1,0,1,0,0.104234
b,0.912541,1,0,0.136564,0,1
c,1,1,0,1,1,0
b,0,1,0,0,0,1
a,0,0,0,0,0,1
b,1,0,0,1,0,0
a,0,0,0,0,0,0
b,0,0,0,0,0,0
a,0,1,0,0,0,0
a,0,0,0,0,0,0
b,1,0.84538,0,0,0,0
b,0,0,0,0.658867,0,1
a,0,0,0,0,0,0
c,0.911491,1,0,0.614526,0.989789,0.282561
a,0,1,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
b,0,1,0,1,0,1
c,0,0.382607,0,0.108808,0,1
a,0,0,0,0,0,0
b,1,0,0,1,1,0.198048
c,0,0,0,0,0,1
b,0,0,0,0,0,0
a,1,0,0,0,0,1
b,0,0.001753,0,0,0,0
a,1,1,0,0,0,1
