@relation 'wicket_acdc_prediction_change - Copy-weka.filters.unsupervised.attribute.Remove-R1,6-7-weka.filters.supervised.instance.SMOTE-C3-K3-P13166.0-S1-weka.filters.supervised.instance.SMOTE-C2-K3-P1915.0-S1-weka.filters.unsupervised.attribute.Copy-R6-weka.filters.unsupervised.attribute.RenameAttribute-findCopy of Logical_Coupling-replaceClond_Comp-Rlast-weka.filters.unsupervised.attribute.RenameAttribute-findClond_Comp-replaceClone_Comp-Rlast-weka.filters.unsupervised.attribute.Reorder-R1,6,2,5,3,7,4-weka.filters.unsupervised.instance.Resample-S1-Z20.0'

@attribute label {a,b,c}
@attribute Logical_Dependency numeric
@attribute Link_Overload numeric
@attribute Unused_Interface numeric
@attribute Brick_Functionality_Overload numeric
@attribute Clone_Comp numeric
@attribute Sloopy_Delegation numeric

@data
b,0,1,0,1,0,0
b,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,1
b,1,0,0,1,1,0
a,0,1,0,0,0,0
a,0,0,0,0,0,0
c,0,0,0,0,0,1
a,1,1,0,1,0,0
c,0,0,0,1,0,1
b,0,1,0,1,0,0
a,0,0,0,0,0,1
a,0,1,0,0,0,0
a,0,0,0,0,0,0
a,1,0,0,1,1,0
c,0,0.357599,0,0,0,0.985764
b,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,1
c,0,1,0,1,0,1
c,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
c,0,0.497194,0,0.423293,0,1
a,0,0,0,0,0,0
c,0,0,0,0,0,1
b,0,0,0,0,0.957376,0
b,1,0,0,1,1,0
b,1,0.569177,0,0,0,0
b,0.309657,0,0,0,0,0
a,0,0,0,0,0,1
a,0,0,0,0,0,1
c,0,0,0,0,0,1
b,0,0,0,1,0,0
c,1,0.047394,0.747994,0.017132,0,0.130232
c,0,0,0,0,0,1
c,0,0,0,0,0,1
a,0,0,0,0,0,1
a,0,1,0,0,0,0
c,0,0,0,0,0,1
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,1,0,1,0,1
a,0,0,0,0,0,0
c,0,0,0,0,0,1
c,0,0,0,0,0,0
b,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
b,1,0,0,1,0,0
b,0,0,0,0,0,1
c,0,1,0,1,0,1
b,0,0,0,0,0,0
b,0,0,0,0,0,0
c,1,0,0,1,1,1
a,0,1,0,1,0,1
a,0,0,0,1,0,0
c,0,1,0,1,0,0.97542
c,0,0,0,1,0,1
b,0,0.417424,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
b,0,1,0,1,0,0
a,0,0,0,0,0,1
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
c,0,0,0,0,0,1
c,1,0,0,1,0,0
b,0,0,0,0,0,1
a,0,0,0,0,0,0
c,0,0,0,0,0,1
a,0,0,0,0,0,1
a,0,0,0,0,0,0
c,0,1,0,1,0,1
a,0,1,0,1,0,0
b,0,1,0,1,0,1
b,0,1,0,1,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,1
b,0,0,0,0,0,1
c,0,0,0,1,0,1
b,0,1,0,0,0,0
b,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,1,0,1
c,0,0,0,0.034226,0,1
c,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0.116551,0,0,0,0
c,0,0,0,0.121306,0,1
c,0,0,0,1,0,1
a,0,0,0,0,0,0
c,0,0.365092,0,1,0,1
a,0,0,0,0,0,0
b,0,0,0,0,0,1
c,1,1,0,1,1,1
a,0,0,0,0,0,0
b,0,0,0,0,0,0
b,1,0,0,1,1,1
c,1,0,0,0.406111,1,0.325695
b,0,0,0,1,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,1
c,0,0.759026,0,1,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
b,0,0,0,0,0,1
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
c,0,0,0,1,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
c,0,0,0,0.759747,0,1
c,0,0,0,0,0,1
c,0,0,0,1,0,1
b,0,1,0,1,0,0
a,0,1,0,1,0,1
b,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
b,0,0.43895,0,0,0,0
c,0,1,0,1,0,1
b,0,0,0,0,0,1
