@relation 'hadoop_acdc_prediction_change-weka.filters.unsupervised.attribute.Remove-R1,9-10-weka.filters.supervised.instance.SMOTE-C1-K5-P1700.0-S1-weka.filters.supervised.instance.SMOTE-C3-K5-P3500.0-S1-weka.filters.unsupervised.instance.Resample-S1-Z30.0'

@attribute label {a,b,c}
@attribute Logical_Dependency numeric
@attribute Link_Overload numeric
@attribute Unused_Interface numeric
@attribute Brick_Functionality_Overload numeric
@attribute Clone_Comp numeric
@attribute Sloopy_Delegation numeric

@data
b,1,0,0,1,1,1
c,1,1,0,1,1,1
b,1,0,0,1,1,1
c,1,0.580822,0,1,0,0
c,1,1,0,0.394482,0,1
c,1,1,0,1,1,0
b,1,1,0,1,1,1
a,1,0,0,1,0,0
a,1,1,0,1,1,0
a,0,0,0,0,0,1
a,0,0,0,0,0,0
c,1,1,0,1,1,1
a,1,0,0,1,1,0
a,0,0,0,0,0,1
a,0,0,0,0,0,0
b,0.283205,0,0,0,0,1
c,1,1,0,1,1,1
a,1,0,1,0,0,1
b,1,1,0,0,0.781346,0
a,1,0,0,1,0,0
b,1,1,0,0.458319,0,1
a,1,1,0,0,0,1
a,0,0,0,0,0,0
b,0.160896,0,0,0,0,1
b,0.123913,0,0,0,0,0
c,1,1,0,0.956297,0,1
c,1,1,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
b,1,0.243122,0,1,1,0
b,1,1,0,1,0.245427,1
b,1,1,0,1,1,0.4412
a,1,0,0,0,0,1
c,1,1,0,1,1,1
a,0,0,0,0,0,0
a,1,0,0,0,1,1
b,1,1,0,1,0.110796,1
c,1,1,0,1,1,1
b,1,0,0,0,0,1
b,0.048266,1,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,1,1,0,1,1,1
a,0,0,0,0,0,0
b,1,0,0,0,0,1
c,1,0,0,1,0.064397,0.815892
b,1,0,0,1,1,1
c,1,1,0,1,1,0
b,1,0,0,1,1,1
c,1,1,0,1,1,1
c,1,0,0,1,1,1
a,0,0,0,0,0,1
c,1,0,0,1,1,1
c,1,0,0,1,1,1
a,1,1,0,1,1,0
b,1,0,0,1,1,1
b,1,0,0,1,1,1
b,1,1,0,0,1,0
b,1,1,0,1,0.517706,1
a,1,1,0,1,1,1
c,1,0,0,0,0.11155,1
c,1,1,0,1,1,1
a,0,1,0,0,0,1
b,1,1,0,1,0.552868,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,1,1,0,1,1,0
a,1,1,0,0,0,0
b,1,0,0,0,0,0.38556
a,0,0,0,0,0,0
c,0,0,0,0,0,0
b,1,0,0,1,1,0.321919
a,1,0,0,1,1,0
a,1,1,0,1,1,0
c,1,1,0,1,0.39612,1
b,1,1,0,1,0.391833,1
c,0,0.598816,0,0,0,0
a,1,0,0,1,1,0
c,1,0.34403,0,1,0,1
a,1,0,0,0,0,0
c,1,1,0,1,1,1
b,1,0,0,0,0,1
c,1,1,0,1,1,0
a,0,0,0,0,0,0
c,1,1,0,1,1,1
b,1,0,0,1,1,0.076386
c,1,1,0,1,1,1
a,1,0,0,1,1,0
b,1,1,0,1,0,1
a,0,1,0,0,0,0
c,1,0,0,0,0,1
b,1,0,0,1,1,0.526042
c,1,1,0,0.593874,0,1
a,1,1,0,1,0,0
b,1,1,0,1,1,0.068217
c,1,1,0,1,1,1
b,1,0.031779,0,1,1,1
b,1,1,0,0,0.388084,0
a,0,0,0,0,0,0
c,1,1,0,1,1,1
b,1,0,0,0,0,1
a,0,0,0,0,0,0
a,1,1,0,1,1,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
c,1,1,0,1,1,0
b,1,1,0,1,0.897078,1
b,0.725282,0,0,0,0,1
c,1,0,0,1,0,1
b,1,1,0,0,0,0
c,1,1,0,1,1,1
c,1,0,0,1,1,1
a,0,0,0,0,0,0
b,0.192374,1,0,0,0,0
a,0,0,0,0,0,0
c,1,1,0,1,1,0
b,1,0.230214,0,0,0,0
a,1,0,0,1,0,0
a,0,0,0,0,0,0
a,1,1,0,1,0,0
b,1,1,0,1,0,1
c,1,1,0,1,1,1
a,1,0,0,0,0,0
b,1,0.84538,0,0,0,0
c,0,0,0,0,0,0
b,0.480275,0,0,0,0,1
b,1,0.252083,0,0,0,0
a,1,1,0,0,0,0
c,1,1,0,1,0,1
b,1,1,0,1,1,1
a,1,0,0,0,0,0
b,0.404913,1,0,0,0,0
b,0.08508,0,0,0,0,1
c,1,1,0,0,0,1
c,1,0,0,0,0,1
c,1,0,0,0,1,1
b,1,1,0,1,0.098191,1
c,1,1,0,1,0,1
c,1,1,0,1,1,1
b,1,0,0,1,1,0.702949
a,0,0,0,0,0,0
a,0,0,0,0,0,0
c,1,0,0,0,1,1
b,1,1,0,1,1,1
c,1,1,0,1,1,1
c,0.393575,1,0,0,0,0
b,1,0,0,1,1,1
a,1,0,0,0,0,0
a,0,0,0,0,0,0
c,1,1,0,0.892581,0,1
c,1,1,0,1,1,0
b,1,1,0,1,1,0.091026
a,0,0,0,0,0,0
b,1,1,0,1,0,1
a,1,0,0,1,0,1
b,1,1,0,1,1,0
b,1,0.243122,0,1,1,0
b,1,0,0,0,0,0.945339
a,1,0,0,0,0,0
b,1,1,0,1,0.38564,1
b,1,1,0,1,0.90747,1
b,1,1,0,1,1,1
a,0,0,0,0,0,0
a,1,0,0,1,1,1
b,1,1,0,0.097782,1,0
c,1,1,0,1,1,0
a,0,0,0,0,0,0
c,1,0,0,1,1,1
a,1,0,0,0,0,0
b,1,0,0,0,0,1
a,0,0,0,1,1,0
a,0,0,0,0,0,1
c,1,0,0,1,1,1
b,0.568063,0,0,0,0,1
a,0,0,0,0,0,0
a,1,1,0,0,0,1
a,1,1,0,1,1,0
b,0.013499,1,0,0,0,0
a,0,0,0,0,0,0
b,1,1,0,1,1,0.37337
a,0,0,0,0,0,0
c,1,1,0,1,1,0
a,1,0,0,1,0,1
c,1,1,0,0,0,1
c,1,0,0,0.334566,1,1
c,1,0,0,1,1,1
a,0,0,0,0,0,0
a,1,0,0,0,0,0
a,1,1,0,1,1,0
b,0,0,0,0,0,0.114335
c,1,1,0,1,1,1
a,1,1,0,1,1,0
b,0.771519,0,0,0,0,1
c,1,1,0,1,1,1
c,0,0.159321,0,0,0,0
c,1,0,0,1,1,1
b,1,1,0,1,1,1
c,1,1,0,1,0,1
